x,y
1.8476533193729165,0.96191927784818
2.762427152630054,0.3701453706034219
1.687822578663368,0.9931602394934432
0.07805598905595906,0.07797675075772494
2.404090670118253,0.6724411030748326
2.8332748637845335,0.3034561803268525
2.8989221909745546,0.24029569752044874
1.5437818678886233,0.9996351316953064
2.542746336782532,0.5636899220137035
1.6655197028863242,0.9955170944277815
1.822823401212956,0.9684089251726042
0.08549415359964034,0.08539004196118923
2.6569976613942936,0.46585002096324707
1.2861007157380615,0.9597471894179552
1.1203823435208835,0.9002669567416465
1.9577099158615159,0.9260780703683957
1.3396243398102605,0.9733985396848059
1.4260842721488187,0.9895474707744147
0.033870879736275214,0.033864403789538325
2.8006534983504614,0.33437233792430354
1.012916632766487,0.8483794829364021
0.05402156224971874,0.05399529063315814
1.2723050615087965,0.9557812632442296
0.5154918036992169,0.49296280263416525
1.4589636675983673,0.9937532426869535
1.8592348412398363,0.9586892173875209
0.8250601175212006,0.7345885740819501
2.989526287994818,0.1514809745160033
1.6125113487273788,0.9991300546360118
2.338722534382359,0.7193527648240192
0.15158356309119622,0.1510037258329742
1.7846193309409641,0.9772268264754219
2.501948895621875,0.5969096632511688
2.2618489568815607,0.7705755496496965
1.8700638346432952,0.9555526990478893
0.6365447509517008,0.5944204413941093
1.7558336292425345,0.9829293882904335
0.08460711610072395,0.08450621079966221
0.9739979139825168,0.8271391340221413
0.16462550540255777,0.16388291113633782
1.0810697122322954,0.8824614879002066
1.1424278111212791,0.9096446578379763
2.5438657069495894,0.5627649844293967
0.8714518370016117,0.765264314199674
1.5128110932038434,0.9983193273305723
2.5038470224657816,0.5953857056554396
2.529148190048842,0.5748693462453003
2.406428490058591,0.6707089281573401
0.6587879214839797,0.6121588692208179
1.9506488912653948,0.9287193123388222
1.871066230262256,0.9552566924010022
1.190414119841781,0.9285227993668346
0.9026164967109763,0.7849506668611523
1.9907487712685803,0.9131083305427691
1.4278782453467171,0.9898045826761618
1.3653562461777204,0.9789713037531953
2.8662966037282533,0.2718318508985149
0.14643847615837255,0.1459156603809842
2.427225143547256,0.655139696699215
0.01908527250696634,0.019084113900531705
0.7875791158153926,0.7086472645132225
1.3127559924532903,0.9668919141330005
1.744025077912115,0.9850333828858656
3.1099677122877125,0.03161967002049655
0.1938528843992718,0.19264103263625398
2.604174424216803,0.5119198735371255
1.4636854059927762,0.9942691075579517
3.0940626891586027,0.0475120706483807
2.5742915591022424,0.537357874946393
2.998782744147153,0.1423249773734548
1.6992732852535866,0.9917581817820426
2.6489858003453284,0.4729243987297199
0.2311752342684159,0.22912165194671702
2.8930811445673483,0.24596146831460738
2.9195370276485706,0.22023524070570377
2.604138290187695,0.5119509135336656
1.7863926981449056,0.9768489861854531
2.3092425121018647,0.7395153853154705
2.3023930245816975,0.7441086636370754
2.2880257877232286,0.7536296924147641
2.6082570745110933,0.5084084847799117
0.38686869338502694,0.37729038211104726
2.8336400393474492,0.30310820424769935
1.7547715358650502,0.9831242411983375
0.28376208396600283,0.279969255623787
0.1455006067698234,0.14498776493967977
2.015095100963517,0.9029122916415866
0.9181499893265108,0.794479485431082
2.383151912150411,0.6877904013309395
0.5792123175664967,0.5473648999154177
2.564447915540958,0.5456333861723801
2.074719628707808,0.8756948815855244
2.558569788314104,0.5505499429986852
0.2280406767512876,0.22606935995483232
0.9868335011496164,0.8342843643976208
1.5914832490097892,0.9997860332553675
0.5820556562279529,0.5497422573384747
